directedBy,Max_Rating,Min_Rating,Avg_Rating,,
Alexandria Bombach,3.28571,2.25,2.767855,,
Alexandros Avranas,3.62295,2.33333,3.152093333,,
Alexandru Solomon,3.83333,3.5,3.666665,,
Alexey Chupov,2.35714,2.35714,2.35714,,
Alexey Karelin,2.75,2.75,2.75,,
Alexey Kharitonov,2.78571,2.78571,2.78571,,
Alexey Kozlov,2.25,2.25,2.25,,
Alexey Krasovsky,2.30769,2.30769,2.30769,,
Alexey Pimanov,2.81818,0.92,1.86909,,
Alexey Saltykov,2.75,2.75,2.75,,
Alexey Uchitel,1.25,1.25,1.25,,
Alexia Anastasio,3.625,3.625,3.625,,
Alexis Bloom,3.7,3.61429,3.657145,,
Alexis Boling,3,3,3,,
Alexis Gambis,0,0,0,,
Alexis Kanner,0,0,0,,
Alexis Lloyd,2,2,2,,
Alexis Michalik,3.86364,3.86364,3.86364,,
Alexis Morante,3.75,3.75,3.75,,
Alf Brustellin,3.42857,3.42857,3.42857,,
Alf Collins,0,0,0,,
Alf Kjellin,0,0,0,,
Alfonso Andrés Ayarza,0,0,0,,
Alfonso Aráu,0,0,0,,
Alfonso Brescia,5,0,1.23958325,,
Alfonso Cuarón,3.91306,3.26085,3.68974375,,
Alfonso Gomez-Rejon,3.86042,2.97449,3.374173333,,
Alfonso Patiño Gómez,2.5,2.5,2.5,,
Alfred Braun,0,0,0,,
Alfred Clark,2.81579,2.81579,2.81579,,
Alfred E. Green and  Albert Zugsmith,4,4,4,,
Alfred Gimeno,3.5,3,3.25,,
Alfred J. Goulding,3.39286,2.66667,3.0416675,,
Alfred L. Werker,3.67933,0,1.604276154,,
Alfred L. Werker and  Anthony Mann,3.43932,3.43932,3.43932,,
Alfred L. Werker and  Hamilton Luske and  Jack Cutting and  Ub Iwerks and  Jack Kinney,2.68421,2.68421,2.68421,,
Alfred Shaughnessy,2.2,2.2,2.2,,
Alfred Sole,2.93223,2,2.524076667,,
Alfred Vohrer,4,0,1.677961538,,
Alfred Weidenmann,0,0,0,,
Alfred Zeisler,3.22,0,1.805,,
Alfredo Castellón,0,0,0,,
Alfredo De Villa,3.21053,2.7,2.902408,,
Alfredo Montero,1.65,1.65,1.65,,
Alfredo Soderguit,3.22727,3.22727,3.22727,,
Alfredo Zacarias,1.7,1.7,1.7,,
Alfredo Zacarías,3,2.5,2.75,,
Ali Abbas Zafar,3.43548,1.9375,2.61242,,
Ali Atay,3.92857,3,3.47619,,
Ali Bilgin,3.5,3.4,3.45,,
Ali Hakim,3.25,3.25,3.25,,
Ali Hatami,3.66667,3.66667,3.66667,,
Ali Kalthami,4.5,4.5,4.5,,
Ali Liebert,0,0,0,,
Ali Rooyintan,1.5,1.5,1.5,,
Ali Scher,2.95455,2.95455,2.95455,,
Ali Selim,3.75971,3.75971,3.75971,,
Ali Soozandeh,3.52174,3.52174,3.52174,,
Ali Taner Baltaci,3.34211,3.34211,3.34211,,
Ali Yorgancıoğlu,0,0,0,,
Ali Zafar,3.09091,3.09091,3.09091,,
Ali Zamani,3,0.75,1.875,,
Alice Gu,4,4,4,,
Alice Guy-Blaché,3.27778,0,1.5347225,,
Alice Lowe,3.00926,3.00926,3.00926,,
Alice Nellis,3,3,3,,
Alice Nicolini,0,0,0,,
Alice Riff,3,3,3,,
Alice Rohrwacher,3.72222,3.15625,3.4962375,,
Alice Vial,2.75,2.75,2.75,,
Alice Waddington,2.54717,2.54717,2.54717,,
Alice de Andrade,2,2,2,,
Alicia Scherson,3.92857,0,1.964285,,
Alicja Jasina,3.35714,3.35714,3.35714,,
Alireza Khatami,4.16667,4.16667,4.16667,,
Alireza Raisian,3.5,3.5,3.5,,
Alison Chernick,3.75,3.75,3.75,,
Alison Ellwood and  Alex Gibney,3.21429,3.21429,3.21429,,
Alison Murray,3.31633,2.75,3.033165,,
Alison Reid,0,0,0,,
Alison Snowden,3.23077,3.23077,3.23077,,
Alistair Legrand,2.64773,2.52222,2.584975,,
Alister Grierson,3.5,2.71429,3.066556667,,
Alix Lambert,3,3,3,,
Aljoscha Pause,4,4,4,,
Alki David,2.66667,2.66667,2.66667,,
Alla Surikova,3.8617,0.7,2.737518333,,
Allan A. Buckhantz,2.5,2.5,2.5,,
Allan A. Goldstein,5,0,1.852889167,,
Allan Amin,3.625,3.625,3.625,,
Allan Arkush,4.125,0,2.35158625,,
Allan Arkush and  Joe Dante,3.41667,3.41667,3.41667,,
Allan Burns,2.79167,2.79167,2.79167,,
Allan Deberton,3,3,3,,
Allan Eastman,2.33333,0,1.0208325,,
Allan Harmon,5,0,2.161805556,,
Allan King,4.25,3.5,3.765056,,
Allan Miller,3.44118,3.44118,3.44118,,
Allan Mindel,2.8,2.8,2.8,,
Allan Myers,4,4,4,,
Allan Sandler,0,0,0,,
Allan Weisbecker,2.64286,2.64286,2.64286,,
Allan Zion,3.5,3.5,3.5,,
Allen Baron,3.55263,0,1.776315,,
Allen Coulter,3.43039,3.07706,3.253725,,
Allen Fong,2.5,2.5,2.5,,
Allen Funt,0,0,0,,
Allen Ginsberg,2.75,2.75,2.75,,
Allen Reisner,3.75,3,3.375,,
Allen Wolf,3.10714,3.10714,3.10714,,
Allison Anders,3.48065,2.5,3.07306,,
Allison Berg and  Frank Keraudren,3,3,3,,
Allison Liddi-Brown,3.16117,3.16117,3.16117,,
Allison Powell,0,0,0,,
Allison R. Hebble,2,2,2,,
Allun Lam,3,3,3,,
Ally Walker,2,2,2,,
Almut Getto,2.81818,2.81818,2.81818,,
Alonso Ruiz Palacios,3.75,3.75,3.75,,
Alonso Ruizpalacios,2.97619,2.97619,2.97619,,
Alper Mestçi,4.5,0,1.67727275,,
Alphonse Putharen,3.83784,3.75,3.79392,,
Alrick Brown,3.68182,3.68182,3.68182,,
Althaf Salim,3,3,3,,
Alton Glass,0,0,0,,
Alvaro Mancori,0,0,0,,
Alvaro Pardo,4,4,4,,
Aly Badrakhan,0,0,0,,
Aly Muritiba,2.33333,2.33333,2.33333,,
Alyona Zvantsova,3.64815,3.64815,3.64815,,
Alyson Shelton,2,2,2,,
Amal Neerad,3.5,3.5,3.5,,
Aman Chang,3.25,0,0.8125,,
Amanda Kernell,3.55682,0,1.77841,,
Amanda Kramer,0,0,0,,
Amanda Lipitz,3.77273,3.77273,3.77273,,
Amanda Lundquist,0,0,0,,
Amanda Marsalis,2.83333,2.83333,2.83333,,
Amanda Rees,1.25,1.25,1.25,,
Amanda Sthers,3.34211,2.33333,2.83772,,
Amanda Wilder,3.75,3.75,3.75,,
Amando de Ossorio,3,0,1.601732857,,
Amar Kaushik,3.6375,3.55,3.59375,,
Amardeep Kaleka,2.3,2.3,2.3,,
Amariah Olson and  Obin Olson,2.25,2.25,2.25,,
Amasi Damiani,0,0,0,,
Amat Escalante,3.68966,2.13636,3.0387425,,
Amber Benson,2.64286,2.64286,2.64286,,
Amber Benson and  Adam Busch,3.1875,3.1875,3.1875,,
Amber Celletti,0,0,0,,
Amber Harley,2.66667,2.66667,2.66667,,
Ameer Sultan,4,3.85,3.925,,
Amelia Anderson,0,0,0,,
Ami Artzi,0,0,0,,
Ami Livne,2,2,2,,
Amin Q. Chaudhri,0,0,0,,
Amir Escandari,3.25,3.25,3.25,,
Amir Galván Cervera,2.75,2.75,2.75,,
Amir Mohiuddin,0,0,0,,
Amir Shervan,2.69753,0.5,1.6743825,,
Amit Saxena,2,2,2,,
Amma Asante,3.71429,2.75,3.3962525,,
Amo Bek-Nazaryan,1.33333,1.33333,1.33333,,
Amoghavarsha,3,3,3,,
Amos Kollek,3.4,0,2.365698,,
Amos Poe,3.125,1.33333,2.332478,,
Amos Posner,5,4.5,4.75,,
Amos Sefer,2.5,2.5,2.5,,
Amos Why,3.5,3.5,3.5,,
Amp Wong,3.05,3.05,3.05,,
Amr Salama,3.9,3.33333,3.616665,,
Amy Adrion,4.16667,4.16667,4.16667,,
Amy Flannery,4.5,4.5,4.5,,
Amy French,0,0,0,,
Amy Glazer,0,0,0,,
Amy Greenfield,3.5,3.5,3.5,,
Amy Hardie,3.25,3.25,3.25,,
Amy Heckerling,3.63714,2.05855,2.944585556,,
Amy Kenney,0,0,0,,
Amy Miller Gross,0,0,0,,
Amy Poehler,2.69521,2.69521,2.69521,,
Amy Redford,3.20588,3.20588,3.20588,,
Amy Stechler,4,4,4,,
Amy Sultan,0,0,0,,
Amy Talkington,1,0,0.5,,
Amy Ziering,3.38095,3.38095,3.38095,,
Amyn Kaderali,4.5,4.5,4.5,,
Ana Carolina,1.5,0,0.75,,
Ana Díez,3,3,3,,
Ana Katz,2.83333,2,2.416665,,
Ana Lily Amirpour,3.61878,2.90782,3.2633,,
Ana Luiza Azevedo,3,3,3,,
Ana Poliak,3,3,3,,
Ana Rodríguez Rosell,0,0,0,,
Ana Vlad and  Adi Voicu,1.83333,1.83333,1.83333,,
Anahita Ghazvinizadeh,1.92857,1.92857,1.92857,,
Analeine Cal y Mayor,2.375,2.375,2.375,,
Anand L Rai,3.52,2.72727,3.265005,,
Anand Patwardhan,4.5,2.75,3.625,,
Anand Shankar,3.375,2,2.6875,,
Anastasia Lapsui,3,3,3,,
Anastaysia POPOVA,2.5,2.5,2.5,,
Anatole Litvak,4,0,2.769811613,,
Anatole de Grunwald,2,2,2,,
Anatoli Efros,1.66667,1.66667,1.66667,,
Anatoliy Petrov,3.25,0,1.625,,
Anatoly Eyramdzhan,2.8,2.07143,2.435715,,
Anaïs Barbeau-Lavalette,3.78571,3.78571,3.78571,,
Anca Miruna Lazarescu,0,0,0,,
Anders Banke,3,2.42308,2.72436,,
Anders Engström,2.9,2.625,2.7625,,
Anders Falck,2.5,2.5,2.5,,
Anders Grönros,3.63636,1.5,2.378786667,,
Anders Henrikson,3,3,3,,
Anders Jacobsson,3.07143,2,2.535715,,
Anders Johannes Bukh,3.13158,3.13158,3.13158,,
Anders Matthesen,0,0,0,,
Anders Muammar,3.75,3.75,3.75,,
Anders Thomas Jensen,3.91683,3.52809,3.7365925,,
Anders Østergaard,3.64286,3.5,3.565736667,,
Andre Gower,0,0,0,,
Andre Welsh,3,3,3,,
Andrea Bianchi,3,0,1.548486,,
Andrea Block,3.5,3.5,3.5,,
Andrea Di Stefano,3.2623,3.11765,3.189975,,
Andrea Frazzi,0,0,0,,
Andrea Jaurrieta,3.5,3.5,3.5,,
Andrea Martínez,2.75,2.75,2.75,,
Andrea Mugnaini,1,1,1,,
Andrea Muzzi,3.5,3.5,3.5,,
Andrea Pallaoro,3.25,3.16667,3.208335,,
Andrea Staka,3.32143,3.32143,3.32143,,
Andrea Tagliaferri,0,0,0,,
Andreas Arnstedt,0,0,0,,
Andreas Coupon,3,3,3,,
Andreas Dalsgaard,4,3.5,3.833333333,,
Andreas Goldstein,3,3,3,,
Andreas Horvath,4,2.625,3.3125,,
Andreas Labropoulos,2.83333,2.83333,2.83333,,
Andreas Marschall,3.5,3.5,3.5,,
Andreas Nickel,3,3,3,,
Andreas Pichler,4,4,4,,
Andreas Prochaska,3.41045,2.33333,2.8868375,,
Andreas Prodromou,2.2,2.2,2.2,,
Andreas Schaap,1.5,1.5,1.5,,
Andreas Schmidbauer,3,3,3,,
Andreas Schmied,5,5,5,,
Andreas Schnaas,3.5,3,3.25,,
Andreas Tom,3.5,3.5,3.5,,
Andreas Öhman,3.4026,2.9375,3.113366667,,
Andrei Benkendorf,0,0,0,,
Andrei Borissov,2.25,2.25,2.25,,
Andrei Dăscălescu,4.5,4.5,4.5,,
Andrei Gruzsniczki,3,3,3,,
Andrei Kavun,3.27586,3.14583,3.223896667,,
Andrei Konchalovsky,4.5,2.3,3.255116667,,
Andrei Konst,2.66667,2.66667,2.66667,,
Andrei Kudinenko,3.13333,3.13333,3.13333,,
Andrei Nekrasov,0.5,0.5,0.5,,
Andrei Proshkin,3.33333,2.5,2.916665,,
Andrei Silkin,3.5,3.5,3.5,,
Andrei Tarkovsky,4.08462,3.35294,3.834846,,
Andrei Ujica,3.39474,3.39474,3.39474,,
Andrei Yermash,0,0,0,,
Andrej Kosak,3.875,3.875,3.875,,
Andrejs Ēķis,2.5,2.5,2.5,,
Andres Heinz,0,0,0,,
Andres Kõpper,3.5,3.5,3.5,,
Andres Maimik,3.41667,1,2.38889,,
Andres Puustusmaa,3.5,3.5,3.5,,
Andres Rovira,2,2,2,,
Andres Torres,0,0,0,,
Andrew Adamson and  Kelly Asbury,3.47019,3.47019,3.47019,,
Andrew Ahn,3.25,3.09091,3.170455,,
Andrew Austin,3.5,3.5,3.5,,
Andrew Bellware,2.375,2.375,2.375,,
Andrew Bennison and  John Ford,2.66667,2.66667,2.66667,,
Andrew Black,2.72727,2.7,2.713635,,
Andrew Bowler,3.25,3.17188,3.21094,,
Andrew Bowser,3,0,1.5,,
Andrew Bujalski,3.4589,2.85047,3.220215,,
Andrew Chan,3.66667,3.66667,3.66667,,
Andrew Chesworth,3.24074,3.24074,3.24074,,
Andrew Chiaramonte,2.5,2.5,2.5,,
Andrew Cohn,3.5,2.5,3,,
Andrew Cohn and  Davy Rothbart,3.07143,3.07143,3.07143,,
Andrew Corvey,3.5,3.5,3.5,,
Andrew Currie,3.47669,0,1.925563333,,
Andrew Cymek,3.75,0,1.440475714,,
Andrew Desmond,2.5,2.5,2.5,,
Andrew Dosunmu,3.15385,2.23529,2.69457,,
Andrew Douglas,3.27778,2.9288,3.10329,,
Andrew Drazek,3.75,1.9,2.825,,
Andrew Dresher,0,0,0,,
Andrew Droz Palermo,2.79167,2.79167,2.79167,,
Andrew Edison,1,1,1,,
Andrew Erekson,3,3,3,,
Andrew Erwin,3.50735,2.64815,3.108743333,,
Andrew Erwin and  Jon Erwin,3.65909,3.65909,3.65909,,
Andrew Gallerani,2.66667,2.66667,2.66667,,
Andrew Gernhard,1.91667,1.91667,1.91667,,
Andrew Gilbert,2.07143,0,1.035715,,
Andrew Goldsmith,3.69231,3.69231,3.69231,,
Andrew Gosling,3,2.5,2.75,,
Andrew Goth,2.16667,0,1.558855,,
Andrew Green,1.5,1.5,1.5,,
Andrew Grieve,3.9375,0,2.647864286,,
Andrew Gurland,2.80556,2.80556,2.80556,,
Andrew Hull,1.625,1.625,1.625,,
Andrew J. Cohen,2.8887,2.8887,2.8887,,
Andrew J. Kuehn,3.21032,2.625,2.91766,,
Andrew James and  Joshua Ligairi,3.41667,3.41667,3.41667,,
Andrew Jara,2.16667,2.16667,2.16667,,
Andrew Jarecki,4.13225,3.06456,3.708683333,,
Andrew Jenks,4.66667,3.75,4.208335,,
Andrew Jones,4.66667,0,1.467413529,,
Andrew Jordan,1.25,1.25,1.25,,
Andrew Kam Yeung-Wa,2.5,2.5,2.5,,
Andrew Keenan-Bolger,3,3,3,,
Andrew Kightlinger,0,0,0,,
Andrew Lau,4.25,0,2.644815625,,
Andrew Lau Wai-Keung,3,2.875,2.9375,,
Andrew Lau Wai-keung,2.84375,2.84375,2.84375,,
Andrew Lauer,2.83333,1.5,2.077776667,,
Andrew Laurich,3.25,3.25,3.25,,
Andrew Leman,3.52913,3.52913,3.52913,,
Andrew Levitas,2.21429,2.21429,2.21429,,
Andrew Louis,3,3,3,,
Andrew Lyman-Clarke,0,0,0,,
Andrew Mecham,1.97917,1.97917,1.97917,,
Andrew Meier,3.33333,3.33333,3.33333,,
Andrew Meieran,0,0,0,,
Andrew Migliori,0,0,0,,
Andrew Mogel and  Jarrad Paul,2.8125,2.8125,2.8125,,
Andrew Monument,3.22857,3.22857,3.22857,,
Andrew Morahan,4.38889,1.88158,3.0566225,,
Andrew Morgan,3.51887,0,1.759435,,
Andrew Nackman,3.48649,3.48649,3.48649,,
Andrew Neel,4.25,2.83333,3.36111,,
Andrew Nisker,2,0,1,,
Andrew Onwubolu,2.4,2.4,2.4,,
Andrew P. Quinn,3,3,3,,
Andrew Paquin,2.36364,2.36364,2.36364,,
Andrew Patterson,3.36226,3.36226,3.36226,,
Andrew Piddington,2.625,0,0.875,,
Andrew Porter,4,4,4,,
Andrew Pozza,1.875,1.875,1.875,,
Andrew R. Jones,3.68182,3.68182,3.68182,,
Andrew Robertson,3.25,3.25,3.25,,
Andrew Rossi,4,2.66667,3.448334,,
Andrew Sandler,0,0,0,,
Andrew Saw,0,0,0,,
Andrew Scheinman,2.93477,2.93477,2.93477,,
Andrew Shortell,2.26923,2.26923,2.26923,,
Andrew Sinclair,3.75,3.75,3.75,,
Andrew Smith,3.5,3.5,3.5,,
Andrew Stanton,4.01027,3.16043,3.6441775,,
Andrew Steggall,3.76471,3.76471,3.76471,,
Andrew Sugerman,3,3,3,,
Andrew Tan,1.14935,1.14935,1.14935,,
Andrew Thomas Hunt,2.83333,0,1.416665,,
Andrew Tiernan,0,0,0,,
Andrew Todd,2.75,2.75,2.75,,
Andrew V. McLaglen,3.2,3.2,3.2,,
Andrew Van Slee,3.5,3.5,3.5,,
Andrew Wagner,3.52692,2.9,3.22564,,
Andrew Wakefield,1.42857,1.42857,1.42857,,
Andrew Waller,3.25,2.64192,2.94596,,
Andrew Weiner,2.54167,2.54167,2.54167,,
Andrew Wild,2,2,2,,
Andrew Wilson and  Luke Wilson,2.72222,2.72222,2.72222,,
Andrews Jenkins,3.375,3.375,3.375,,
Andrey Khrzhanovskiy,4.16667,2.9,3.355556667,,
Andrey Nekrasov,3.66667,3.66667,3.66667,,
Andrey Smirnov,3.23913,3,3.119565,,
Andrij Doncik,3.25,3.25,3.25,,
Andrzej Barański,3,3,3,,
Andrzej Bartowiak,2.43986,2.43986,2.43986,,
Andrzej Munk,4,2,3.303334,,
András Kern,2.5,2.5,2.5,,
András Monory Mész,3,3,3,,
André Asséo,0,0,0,,
André Cayatte,4.25,0,3.041666667,,
André Charlot,1.79167,1.79167,1.79167,,
André Ducharme,2,2,2,,
André Erkau,3.625,2.66667,3.01389,,
André Farwagi,2,1.25,1.625,,
André Gordon,2.16667,2.16667,2.16667,,
André Hunebelle,4,0,1.725728889,,
André Leduc,3,3,3,,
André Pellenz,3.4,0.5,1.95,,
André Semenza,0,0,0,,
André Szöts,0,0,0,,
André de la Varre,0,0,0,,
André van Heerden,1.75,0,0.5625,,
André van der Hout,1,1,1,,
Andrés Borghi,2.7,2.7,2.7,,
Andrés Couturier,1.16667,0,0.583335,,
Andrés Duque,4.25,4.25,4.25,,
Andrés Farías,1,1,1,,
Andrés G. Schaer,2.3125,2.3125,2.3125,,
Andrés Kaiser,3,3,3,,
Andrés Muschietti,3.1355,3.1355,3.1355,,
Andrés Useche,2.33333,2.33333,2.33333,,
Andrés Waissbluth,3,3,3,,
Andy Anderson,3.5,3.5,3.5,,
Andy Byatt and  Alastair Fothergill,3.52083,3.52083,3.52083,,
Andy Cadiff,3.15457,2.062,2.613856667,,
Andy Cheng,2.72059,2.26042,2.490505,,
Andy Collier,2.85714,2.85714,2.85714,,
Andy DeEmmony,3.7,3.7,3.7,,
Andy Deshaun,4,4,4,,
Andy Dick,0,0,0,,
Andy Goddard,2.59091,0.5,1.88586,,
Andy Hofman,0,0,0,,
Andy Humphries,2.54167,2.54167,2.54167,,
Andy Hurst,2.53846,1.85294,2.1957,,
Andy Mikita,4,0,2,,
Andy Mingo,0,0,0,,
Andy Mitton,2.90541,2.79545,2.85043,,
Andy Nyman,3.85714,3.85714,3.85714,,
Andy Orjuela,2,2,2,,
Andy Ruben,0,0,0,,
Andy Tennant,3.63067,0,2.795343333,,
Andy Wachowski and  Lana Wachowski,2.64745,2.64745,2.64745,,
Andy Wachowski and  Larry Wachowski,4.15952,3.00369,3.494248,,
Andy Warhol,3.66667,0,1.832093125,,
Andy Wells,3.80357,3.80357,3.80357,,
Andy Wilson,3.94444,0,1.932455714,,
Andy Wolk,3.5,0,1.871321111,,
Andy de Emmony,3,2.33333,2.666665,,
Aneil Karia,0,0,0,,
Aneta Kopacz,3,3,3,,
Anette Skåhlberg,3.5,3.5,3.5,,
Angad Aulakh,2.9,2.9,2.9,,
Angel Gracia,2.8869,2.8869,2.8869,,
Angel Kristi Williams,0,0,0,,
Angela Bassett,2.64286,2.64286,2.64286,,
Angela Boatwright,3.25,3.25,3.25,,
Angela Ismailos,3,0,1.5,,
Angela Pope,3.48724,3.44483,3.466035,,
Angela Schanelec,3.66667,0,1.222223333,,
Angelica Page,0,0,0,,
Angeliki Antoniou,2.625,0,1.3125,,
Angelina Maccarone,4,3.2,3.533333333,,
Angelina Nikonova,2.92857,2.92857,2.92857,,
Angelino Fons,0,0,0,,
Angelo Barbagallo,1.5,1.5,1.5,,
Angelo Castiglioni,0,0,0,,
Angelo Colagrossi,1.33333,1.33333,1.33333,,
Angelo Licata,0,0,0,,
Angelo Longoni,3.25,0,1.625,,
Angelo Pannacciò,3,2,2.5,,
Angelo Pizzo,3.5,3.5,3.5,,
Angga Dwimas Sasongko,4,0,2.25,,
Angie Wang,3,3,3,,
Angshuman Ghosh,2.27273,2.27273,2.27273,,
Angus MacLachlan,2.57895,2.5,2.539475,,
Angus Macqueen,3.83333,3.83333,3.83333,,
Anibal Massaini Neto,3.5,3.5,3.5,,
Anika Decker,2,2,2,,
Anil Devgan,0,0,0,,
Anil Mehta,2.70588,2.70588,2.70588,,
Anil Radhakrishnan Menon,3.83333,3,3.444443333,,
Anil Ravipudi,3.3,0,1.65,,
Anil Senior,4,4,4,,
Anil Sharma,3.35294,3.35294,3.35294,,
Aniruddh Pandit,0,0,0,,
Anisa Mehdi,0,0,0,,
Anita Assal,5,5,5,,
Aniëlle Webster,3.5,3.5,3.5,,
Anja Murmann,3.5,3.5,3.5,,
Anjelica Huston,3.55706,1.66667,2.802423333,,
Ann Bierlich,2.5,2.5,2.5,,
Ann Deborah Fishman,2.02381,2.02381,2.02381,,
Ann Forry,0,0,0,,
Ann Hui,3.90244,0,2.54564,,
Ann-Solen Douguet,2.5,2.5,2.5,,
Anna Biller,3.5,0,2.569503333,,
Anna Boden and  Ryan Fleck,3.63545,3.4264,3.530925,,
Anna Broinowski,3.5,1,2.25,,
Anna Campion,3.1131,3.1131,3.1131,,
Anna Chai,3.83333,3.83333,3.83333,,
Anna Dahlman,2.25,2.25,2.25,,
Anna Elizabeth James,3.7,3.7,3.7,,
Anna Frances Ewert,5,5,5,,
Anna Kadykova,2.5,2.5,2.5,,
Anna Kerrigan,0,0,0,,
Anna Margarita Albelo,0,0,0,,
Anna Martemucci,2.88462,2.88462,2.88462,,
Anna Matison,4,3.5,3.75,,
Anna Melikyan,4.5,3.23077,3.635068,,
Anna Novion,3,3,3,,
Anna Odell,3.51316,3.0625,3.28783,,
Anna Paavilainen,3.5,3.5,3.5,,
Anna Rodgers,0,0,0,,
Anna Rose Holmer,3.32308,3.32308,3.32308,,
Anna Sofie Hartmann,4,4,4,,
Anna Wieczur-Bluszcz,2.5,0,1.25,,
Anna Zielinski,3.25,3.25,3.25,,
Anna van der Heide,3.5,3.5,3.5,,
Annabel Gillings,4,4,4,,
Annaliza Savage,0,0,0,,
Anne Bass,3.33333,3.33333,3.33333,,
Anne De Salvo,2.36,2.36,2.36,,
Anne Fletcher,3.49158,2.68241,3.137938333,,
Anne Giafferi,3.875,3.5,3.6875,,
Anne Goursaud,2.48718,2.29862,2.376516667,,
Anne Le Ny,3,2.5,2.75,,
Anne Renton,3.375,3.375,3.375,,
Anne Sewitsky,4,3.08333,3.45,,
Anne Walter,0,0,0,,
Anne Wivel,4,4,4,,
Anne Zohra Berrached,3.16667,3.16667,3.16667,,
Anne de Clercq,3.5,3.5,3.5,,
Anne Émond,3.5,3.21429,3.357145,,
Annekatrin Hendel,5,0,2.5,,
Annemarie Jacir,3.66667,2.33333,2.944443333,,
Annemarie Mooren,2.5,2.5,2.5,,
Annemarie van de Mond,0,0,0,,
Annette Apitz,0,0,0,,
Annette Drees,2.5,2.5,2.5,,
Annette Haywood-Carter,3.5,2,2.89762,,
Annette K. Olesen,3.54545,2.9,3.1363625,,
Annie Tresgot,3,3,3,,
Annika Iltis,4.0669,4.0669,4.0669,,
Anno Saul,3.30769,3.01515,3.187613333,,
Anocha Suwichakornpong,2.625,0,0.875,,
Anouk Curry,3,3,3,,
Anshai Lal,2.875,2.875,2.875,,
Anssi Mänttäri,3,2.33333,2.7083325,,
Ant Timpson,2.8141,2.8141,2.8141,,
Ante Novakovic,2.5,2.5,2.5,,
Anthony Abrams,3.125,3.07885,3.101925,,
Anthony Alleyne,0,0,0,,
Anthony Anderson and  Gary Binkow,3.71429,3.71429,3.71429,,
Anthony Asquith,4.5,0,3.0331655,,
Anthony Baxter,4,0,2.380953333,,
Anthony Bell,3,2.5,2.66755,,
Anthony Bushell,3.5,3.5,3.5,,
Anthony Caldarella,2.25,2.25,2.25,,
Anthony Carras,0,0,0,,
Anthony Chen,3.69048,0,1.84524,,
Anthony D'Souza,2.40909,2.4,2.404545,,
Anthony D.P. Mann,2.33333,2.33333,2.33333,,
Anthony E. Zuiker,0,0,0,,
Anthony Edwards,2.125,0,1.0625,,
Anthony Fankhauser,2.75,1.59091,2.241413333,,
Anthony Furey,1,1,1,,
Anthony G. Cohen,2.8,2.8,2.8,,
Anthony Gaudioso,0,0,0,,
Anthony Geffen,3.72222,3.72222,3.72222,,
Anthony Giordano,3.46237,3.4,3.431185,,
Anthony Hackett,3.25,0,1.625,,
Anthony Howarth,4.16667,4.16667,4.16667,,
Anthony Kimmins,4.5,0,2.40384625,,
Anthony Kimmins and  Alexander Korda,0,0,0,,
Anthony L. Fisher,4,4,4,,
Anthony Lefresne,2,0,1,,
Anthony Leone,0,0,0,,
Anthony Lover,0,0,0,,
Anthony Lucero,3.73333,3.73333,3.73333,,
Anthony Mann,3.68571,0,2.789596111,,
Anthony Mann and  Charles Walters,2.80769,2.80769,2.80769,,
Anthony McCarten,0,0,0,,
Anthony Michael Hall,2.125,2.125,2.125,,
Anthony Minghella,3.75933,2.76706,3.443665714,,
Anthony Neilson,2,2,2,,
Anthony Onah,2.66667,2.66667,2.66667,,
Anthony Philipson,3.75,3.75,3.75,,
Anthony Pierce,1.5,1.5,1.5,,
Anthony Power,3,3,3,,
Anthony Roux,4.25,4.25,4.25,,
Anthony Russo,3.72406,0,2.263716667,,
Anthony Russo and  Joe Russo,3.70321,2.71549,3.20935,,
Anthony Scarpa,0.5,0.5,0.5,,
Anthony Schatteman,3.83333,3.83333,3.83333,,
Anthony Scott Burns,4,2.72727,3.363635,,
Anthony Shim,0,0,0,,
Anthony Simmons,4,4,4,,
Anthony Spadaccini,3.375,3.375,3.375,,
Anthony Squire,0,0,0,,
Anthony Tarsitano,4,4,4,,
Anthony White,4.5,3.5,4,,
Anthony Wonke,3.66667,0,2.523908,,
Anthony Woodley,3.125,2,2.5625,,
Antoine Cuypers,4,4,4,,
Antoine Delesvaux and  Joann Sfar,3.5,3.5,3.5,,
Antoine Fuqua,3.72488,1.5,3.122926667,,
Antoine de Caunes,3.5,0,2.25,,
Antoine de Maximy,0.5,0.5,0.5,,
Anton Bilzho,2.5,1.83333,2.166665,,
Anton Brand,3.5,3.5,3.5,,
Anton Corbijn,3.81414,0,1.87958,,
Anton Fedotov,2.55556,2.55556,2.55556,,
Anton Gino Domenighini,0,0,0,,
Anton Giulio Majano,1.71429,0,0.57143,,
Anton King,3.14,3.14,3.14,,
Anton Rozenberg,3,3,3,,
Anton Sivers,3.5,1.875,2.6875,,
Anton Zenkovich,2,2,2,,
Antonella Sudasassi,2.6,2.6,2.6,,
Antoneta Alamat Kušijanović,3.5,3.5,3.5,,
Antongiulio Panizzi,2.5,2.5,2.5,,
Antonia Bird,5,1.83333,3.413088571,,
Antonia Bogdanovich,3.1,3.1,3.1,,
Antonino D'Ambrosio,3,0,1.944443333,,
Antonio Albanese,3.83333,3,3.277776667,,
Antonio Aloy,0,0,0,,
Antonio Banderas,2.72198,2.72198,2.72198,,
Antonio Bido,4,0,2.625,,
