directedBy,Max_Rating,Min_Rating,Avg_Rating
Alexis Delgado Búrdalo,0,0,0.0
Alexis Dos Santos,3.44,3.23077,3.335385
Alexis Durand-Brault,3,3,3.0
Alexis Granowsky,3,3,3.0
Alexis Thurn-Taxis,2,2,2.0
Alexs Stadermann,2.66667,1.58333,2.125
Aleya Sen,0,0,0.0
Alf Sjöberg,3.5,0,2.623844
Alfons Adetuyi,3.5,3.5,3.5
Alfonso Albacete,3.4,3.4,3.4
"Alfonso Albacete, David Menkes",1.23077,1.23077,1.23077
"Alfonso Albacete, Miguel Bardem, David Menkes",2.07143,2.07143,2.07143
Alfonso Arau,3.91386,2.47059,3.2512233333333334
Alfonso Balcázar,0,0,0.0
Alfonso Corona,2.1,2.1,2.1
Alfonso Corona Blake,1.875,1.875,1.875
Alfonso Cortés-Cavanillas,1,1,1.0
Alfonso Pineda Ulloa,2.83333,1.75,2.291665
Alfonso Rodríguez,0,0,0.0
Alfonso Sánchez,3.875,2.5,3.1875
Alfred Cheung Kin-Ting,5,0,2.9166666666666665
Alfred E. Green,4,0,1.8950410256410255
Alfred Hitchcock,4.22711,2.07143,3.4021167272727264
"Alfred L. Werker, Sidney Lanfield",3.1,3.1,3.1
Alfred Lot,3.38889,1.75,2.569445
Alfred Robbins,0,0,0.0
Alfred Santell,3.5,0,1.5486108333333333
Alfredo B. Crevenna,3,3,3.0
Alfredo Castiglioni,0,0,0.0
Alfredo Muñiz,0,0,0.0
Alfredo Peyretti,1,1,1.0
Alfredo Ramos,0,0,0.0
Alfréd Radok,0,0,0.0
Algimantas Puipa,4,3.25,3.625
Ali Abbasi,3.61765,3.09459,3.3561199999999998
Ali Akbarzadeh,3.45,3.45,3.45
Ali F. Mostafa,3.75,0,2.35
Ali Jaberansari,4,4,4.0
Ali Khamrayev,3.25,2,2.833334285714286
Ali LeRoi,0,0,0.0
Ali Samadi Ahadi,3.16667,3.16667,3.16667
Ali Vatansever,0,0,0.0
Ali Özgentürk,0,0,0.0
Alice Agneskirchner,0,0,0.0
Alice Colomer-Kang,0,0,0.0
Alice Dieudonné,2.5,2.5,2.5
Alice Guy,3.125,2.31818,2.616016
Alice Winocour,3.15385,2.83333,3.0332266666666663
Alice Wu,3.76684,3.45662,3.61173
Alicia Oberle Farmer,0,0,0.0
Alin Bijan,2.28571,0.75,1.517855
Alina Marazzi,1,1,1.0
Aliona Polunina,5,5,5.0
Alireza Golafshan,2,2,2.0
Alison Bagnall,3.125,3.125,3.125
Alison Eastwood,3,2.97368,2.98684
Alison Ellwood,4,2.5,3.4084475
Alison Klayman,3.48864,2.45833,2.9725375
Alison Maclean,4.5,0,2.7213775
Alison Thompson,0,0,0.0
Alistair Banks Griffin,2.73077,2.73077,2.73077
Alix Delaporte,3.5,3.5,3.5
Alkinos Tsilimidos,0,0,0.0
Alla Kovgan,2.75,2.75,2.75
"Allan Arkush, Nicholas Niciphor",1.94444,1.94444,1.94444
Allan Dwan,3.77273,0,1.9763389189189189
Allan Edwall,3.5,3.5,3.5
Allan Fung,0,0,0.0
Allan Hardy,0,0,0.0
Allan Holzman,3,1,2.065475
Allan Jacobsen,0,0,0.0
Allan Kroeker,2.5,2.5,2.5
Allan Mauduit,3.16667,2.31818,2.742425
"Allan Miller, Lana Miller",3.42063,3.42063,3.42063
Allan Moyle,4,0,2.934482
Allan Ungar,3.3125,2.97561,3.144055
Allen Dobrovolsky,0,0,0.0
Allen G. Siegler,0,0,0.0
Allen H. Miner,3,2.5,2.75
Allen Holubar,0,0,0.0
Allen Hughes,4.1,3.00758,3.6549066666666667
Allen Kellogg,2,2,2.0
Allen Ramsey,3.5,3.5,3.5
Alli Haapasalo,3.6,3,3.2555566666666667
"Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino",3.41608,3.41608,3.41608
"Allison Anders, Dean Lent, Kurt Voss",3.44444,3.44444,3.44444
Allison Burnett,3.09859,3.09859,3.09859
Allison Eckert,0,0,0.0
Allison Schulnik,2.5,2.5,2.5
Alma Har'el,3.66667,3.5,3.603493333333333
Almudena Carracedo,3.54545,3.54545,3.54545
Alon Gur Arye,4,2,3.0
Alonso Mayo,2.83333,2.83333,2.83333
Aloysio Raulino,0,0,0.0
Alper Çağlar,4.25,2.8,3.332456666666667
Aluisio Abranches,2.59091,2.59091,2.59091
Aluizio Abranches,3.42857,3.42857,3.42857
Alvaro Delgado Aparicio,3.6875,3.6875,3.6875
Alvin Ganzer,0,0,0.0
Alvin Rakoff,4.5,0,1.9442171428571429
Alvy Ray Smith,2.08696,2.08696,2.08696
Alyssa Addison,0,0,0.0
Alyssa R Bennett,0,0,0.0
Alê Abreu,3.65104,3.65104,3.65104
Amanda Adolfsson,3.5,3,3.25
Amanda Evans,2,2,2.0
Amanda Goodwin,2.64286,0,1.32143
Amanda Gusack,3.3,2.5,2.9
Amanda Harlib,3,3,3.0
Amanda Kopp,4.16667,4.16667,4.16667
Amanda Ladd Jones,0,0,0.0
Amanda Micheli,3.5,3.5,3.5
Amanda Milius,2.5,0,1.25
Amandine Gay,3,3,3.0
Amara Cash,2.5,2.5,2.5
Amber McGinnis,3.58333,3.58333,3.58333
Amber Tamblyn,2.9,2.9,2.9
Ambroise Carminati,4,4,4.0
Ami Canaan Mann,3.41667,2.745,3.080835
Amichai Greenberg,0,0,0.0
Amin Matalqa,3.85,3.35714,3.60357
Amir Amirani,3,3,3.0
Amir Bar-Lev,4.03333,3.48333,3.67919
Amir Chamdin,3.05556,3.05556,3.05556
Amir Hossein Torabi,1,1,1.0
Amir Muhammad,3.5,2.75,3.125
Amir Naderi,4,0,2.1326528571428573
Amir Valinia,3,0.5,1.875
Amit Dutta,3,0,1.6666666666666667
Amit Gupta,3,2.75,2.8833333333333333
Amit Masurkar,3.75,3.4375,3.59375
Amit Sharma,3.72368,3.72368,3.72368
Amitabh Reza Chowdhury,2.9,2.9,2.9
Amiya Chakrabarty,0,0,0.0
Amjad Abu Alala,3,3,3.0
Amleto Palermi,2.5,2.5,2.5
Amman Abbasi,3.16667,3.16667,3.16667
Amol Palekar,5,0,2.6333333333333333
Amole Gupte,3.08333,3.08333,3.08333
Amos Gitai,4,0,2.531152
Amos Guttman,1.83333,1.83333,1.83333
Amy Berg,3.82193,3.02273,3.467086666666667
Amy Holden Jones,2.74737,2.39442,2.51081
Amy Jo Johnson,3.5,3.5,3.5
Amy Rice,3.64286,2.5,3.0714300000000003
"Amy Rice, Alicia Sams",4.375,4.375,4.375
Amy S. Weber,3.51316,3.51316,3.51316
Amy Schatz,3,2.6,2.8375
Amy Schumer,2.125,1.68824,1.90662
Amy Scott,3.28571,3.28571,3.28571
Amy Seimetz,3.25,2.62821,2.939105
Amy Wendel,2,2,2.0
Amélie van Elmbt,3.25,3.25,3.25
Ana Asensio,3.3,3.3,3.3
"Ana Clevell, James Glenn Dudelson",1.5,1.5,1.5
Ana Cruz,5,5,5.0
Ana García Blaya,4,4,4.0
"Ana Guevara, Leticia Jorge",3.3,3.3,3.3
Ana Kokkinos,3.22162,2.5,2.9072066666666667
Ana Maria Hermida,2.75,2.75,2.75
Ana Mariscal,3.5,0,1.75
Ana Menendez,0,0,0.0
Ana Murugarren,3,3,3.0
Ana Piterbarg,2.375,2.375,2.375
Ana Rocha,0,0,0.0
Ana Sofia Joanes,4,4,4.0
Anahí Berneri,3.5,3.5,3.5
Anais Granofsky,3.5,3.5,3.5
Anand Gandhi,3.68056,3.68056,3.68056
Anand Tiwari,3.325,3.325,3.325
Anand Tucker,3.65941,0,2.8273766666666664
"Anastasia Lapsui, Markku Lehmuskallio",2.6,2.6,2.6
Anastasia Pappas,3.66912,3.66912,3.66912
Anat Baron,3.4,3.4,3.4
Anatoli Granik,3.81818,3.81818,3.81818
Anatoli Mateshko,2.75,2.75,2.75
Anatoliy Bobrovskiy,4,4,4.0
Anca Damian,3.5,2.83333,3.11111
Andaleeb Sultanpuri,1.625,1.625,1.625
Anders Anderson,3.28182,3.28182,3.28182
"Anders Eriksson, Claes Eriksson",3.15,3.15,3.15
Anders Morgenthaler,3.13889,2,2.569445
Anders Nilsson,3.38889,2.76667,3.078725
Anders Palm,0,0,0.0
Anders Riis-Hansen,3.83333,3.83333,3.83333
Anders Rune,0,0,0.0
Anders Rønnow Klarlund,3.65278,2.66667,3.3148166666666667
Anders Skog,2.5,2.5,2.5
Anders Walter,3.4375,2.98832,3.21291
Anderson Boyd,3.25,3.25,3.25
Anderson Cowan,1.25,1.25,1.25
Andi Niessner,0,0,0.0
Andi Rogenhagen,3.5,3.5,3.5
Andibachtiar Yusuf,2.5,2.5,2.5
Andre Champagne,5,5,5.0
Andre Hyland,1.75,1.75,1.75
Andre Hörmann,0,0,0.0
Andre Robert Lee,4,4,4.0
Andre Singer,3.69231,3.69231,3.69231
Andre van Heerden,2.5,2.5,2.5
Andrea Arnold,3.7,3.1,3.4963285714285712
Andrea Barzini,1.5,1.5,1.5
Andrea Berloff,2.76471,2.76471,2.76471
Andrea Blaugrund Nevins,3.25,2.375,2.8125
Andrea Bussmann,1.83333,1.83333,1.83333
Andrea Dorfman,2.90909,2.5,2.704545
Andrea Katzenberger,2,2,2.0
Andrea Kreuzhage,2,2,2.0
Andrea Luka Zimmerman,3.25,3,3.125
Andrea Magnani,4,4,4.0
Andrea Molaioli,3.16667,2.90625,3.0243066666666665
Andrea Porporati,3.5,3.5,3.5
Andrea Segre,3.5,2,2.75
Andrea Tonacci,3.125,1.75,2.40625
Andrea Zaccariello,2.75,2.75,2.75
Andrea Štaka,2.75,2.75,2.75
Andreas Climent,2.875,2.875,2.875
Andreas Dresen,3.66667,2.66667,3.3246457142857144
Andreas Johnsen,3,3,3.0
Andreas Kleinert,4.75,4.75,4.75
Andrei Blaier,0,0,0.0
Andrei Kravchuk,3.51562,3.51562,3.51562
Andrei Rostotsky,3.5,3.25,3.375
Andrei Tutyshkin,3.8,3,3.266666666666667
Andrei Zaitsev,3,3,3.0
Andrei Zvyagintsev,3.96453,3.58602,3.769153333333333
Andrej Gontcharov,3.25,3.25,3.25
Andres Meza-Valdes,3,3,3.0
Andres Veiel,3.66667,2.875,3.3472233333333334
Andrew Abbott,2.75,2.75,2.75
Andrew Adamson,3.74963,3.19106,3.407188
"Andrew Beall, Frank Molieri",3.35417,3.35417,3.35417
Andrew Becker,2.6,2.6,2.6
Andrew Bergman,3.40918,1.98305,2.753921666666667
Andrew Birkin,3.66338,2,2.787793333333333
Andrew Bush,2.9,2.9,2.9
Andrew C. Erin,3.5,0,2.34063
Andrew Chapman,1,1,1.0
Andrew Cividino,3.35,3.35,3.35
Andrew Coats,3.5625,3.5625,3.5625
"Andrew Cull, Steve Isles",2.86667,2.86667,2.86667
Andrew Davis,3.9766,0,2.8616276923076924
Andrew Disney,2.5,2.5,2.5
Andrew Dominik,3.89189,3.22167,3.5915075
Andrew Donoho,3.5,3.5,3.5
Andrew Duncan,3.075,2.625,2.85
Andrew Eastel,0,0,0.0
Andrew Fitzgerald,2.33333,2.33333,2.33333
Andrew Fleming,3.33594,2.53646,3.0462777777777776
Andrew Fried,0,0,0.0
Andrew Georgias,0,0,0.0
Andrew Getty,3.03704,3.03704,3.03704
Andrew Gibson,3,3,3.0
Andrew Glazer,0,0,0.0
Andrew Goldberg,0,0,0.0
Andrew Haigh,3.71728,3.45294,3.5572975
Andrew Harmer,3.75,3.75,3.75
Andrew Heckler,3.71429,3.71429,3.71429
Andrew Horn,3.69318,3.47368,3.58343
Andrew Huang,3,3,3.0
Andrew Huculiak,2.8,0,1.4
Andrew Hulme,3.25,3.25,3.25
Andrew Hutton,3.26667,3.26667,3.26667
Andrew Hyatt,5,2.33333,3.2163375000000003
"Andrew Irwin, John Irwin",2.96739,2.96739,2.96739
Andrew J. Morgan,3,3,3.0
Andrew Kam,2.5,2.5,2.5
Andrew Knight,3.11709,3.11709,3.11709
Andrew Kranz,0,0,0.0
Andrew Kukura,4.5,4.5,4.5
Andrew Kötting,3,0,2.1625
Andrew L. Stone,4,0,1.8549304545454546
Andrew Lancaster,2.92424,2.92424,2.92424
Andrew Lane,3.5,0,1.5
Andrew Lawrence,1.89286,1.89286,1.89286
Andrew Loveday,0,0,0.0
Andrew Martin,2.5,2.5,2.5
Andrew Marton,4.5,0,1.7626376923076923
Andrew Merrill,0,0,0.0
Andrew Meyer,2.25,2.25,2.25
Andrew Mondshein,3,3,3.0
Andrew Murray,3.5,3.5,3.5
Andrew Napier,3.625,3.625,3.625
Andrew Niccol,3.80553,2.82458,3.353494285714286
Andrew O'Connor,3.14394,3.14394,3.14394
Andrew Okpeaha MacLean,3.5,3.16667,3.333335
Andrew P. Jones,3.9,3.9,3.9
Andrew Parkinson,3.5,3.5,3.5
Andrew Peat,3.25,3.25,3.25
Andrew Prowse,1.5,1.5,1.5
Andrew Putschoegl,0.5,0,0.25
Andrew Quigley,0,0,0.0
Andrew Renzi,2.65385,0.5,1.576925
Andrew Robinson,3.16667,3.16667,3.16667
Andrew Rowe,0,0,0.0
"Andrew Ruhemann, Shaun Tan",3.50735,3.50735,3.50735
Andrew Schuth,1.58333,1.58333,1.58333
Andrew Semans,2.5,2.5,2.5
Andrew Shapter,3,0,1.5
Andrew Shea,3.66667,2,2.833335
Andrew Sipes,2.35394,2.35394,2.35394
Andrew Slater,3.53704,3.53704,3.53704
Andrew Solt,3.7817,3.7817,3.7817
Andrew Stevens,4,0,1.92708375
Andrew Traucki,3,2.1,2.62857
Andrew V. McLaglen,3.67974,0,2.6854850000000003
Andrew Wessels,3,3,3.0
Andrew Wiest,1,1,1.0
Andrew Wonder,0,0,0.0
Andrew Wong Kwok-Kuen,0,0,0.0
Andrew van den Houten,2.25,2,2.125
Andrey A. Tarkovsky,3,3,3.0
Andrey Galat,2.43333,2.43333,2.43333
Andrey I,2,2,2.0
Andrey Iskanov,2.33333,0.833333,1.722221
Andrey Kharitonov,1.5,1.5,1.5
Andrey Khrzhanovsky,2.66667,2.66667,2.66667
Andrey Konchalovskiy,4,2,3.0732454545454546
"Andrey Konchalovskiy, Albert Magnoli",2.83099,2.83099,2.83099
Andrey Kravchuk,3.06579,1.78571,2.2446166666666665
Andrey Malyukov,3.66667,2.3125,2.960383333333333
Andrey Marmontov,1.66667,1.66667,1.66667
Andrey Sokolov,1.75,1.75,1.75
Andrey Volgin,3,1.35714,2.39975
Andrey Zvyagintsev,3.77636,3.68293,3.7296449999999997
Andrucha Waddington,3.7,0.5,2.761798
Andrzej Bartkowiak,3.01736,1,2.2812566666666667
"Andrzej Celinski, Hanna Polak",3.9,3.9,3.9
Andrzej Fidyk,4.25,4.25,4.25
Andrzej Jakimowski,3.675,3.16667,3.4805566666666663
Andrzej Kondratiuk,3.32143,3.32143,3.32143
Andrzej Krakowski,3,3,3.0
Andrzej Sekula,2.9565,2.25,2.60325
Andrzej Titkow,3,3,3.0
Andrzej Wajda,4,0,3.1527504
Andrzej Zulawski,3.72222,2.97826,3.4154857142857145
Andrzej Żuławski,3,2.97222,2.99074
András Jeles,2.64286,2.64286,2.64286
András Sólyom,0,0,0.0
André Antoine,2.5,2.5,2.5
"André Calmettes, James Keane",3.25,3.25,3.25
André Chemetoff,2,2,2.0
André De Toth,4,0,2.9507655
André Deed,2.16667,2.16667,2.16667
André Delvaux,3.25,3,3.1666666666666665
André Faria,3,3,3.0
"André Heller, Othmar Schmiderer",3.49315,3.49315,3.49315
André Klotzel,3.3,3,3.1833333333333336
André Malraux,3,3,3.0
André Mélançon,3.625,3.625,3.625
André Novais Oliveira,3.83333,3.83333,3.83333
André Pinto,3.5,3.5,3.5
André Schäfer,2,2,2.0
André Turpin,3.41667,3,3.208335
André Téchiné,4,0,2.984307142857143
André van Duren,4.08333,2.625,3.375
André Øvredal,3.48995,2.92598,3.2148025000000002
Andrée Wallin,3,3,3.0
Andrés Baiz,4,0,2.5952366666666666
Andrés Clariond,3,3,3.0
Andrés García Franco,5,5,5.0
Andrés Goteira,2,2,2.0
Andrés Luque,2,2,2.0
Andrés M. Koppel,0,0,0.0
Andrés Sanz Vicente,2,2,2.0
Andrés Wood,3.79448,2.5,3.2583840000000004
Andy Abrahams Wilson,3.64286,3.64286,3.64286
Andy Bausch,3.5,0,2.3333333333333335
"Andy Bichlbaum, Mike Bonanno",3.72031,3.72031,3.72031
Andy Blumenthal,3,3,3.0
Andy Capper,3.46429,3,3.232145
Andy Chin Wing Keung,3,3,3.0
Andy De Emmony,3.5,3,3.3055566666666665
Andy Edwards,0.5,0.5,0.5
Andy Fetscher,3.0625,3.0625,3.0625
Andy Fickman,3.58333,1.7381,2.7503149999999996
Andy Garcia,3.25238,3.25238,3.25238
"Andy Hamilton, Guy Jenkin",3.64444,3.64444,3.64444
Andy King,3.5,3.5,3.5
Andy Landen,3.625,3.625,3.625
Andy Milligan,3.5,0,1.458332875
Andy Muschietti,4,3.11696,3.5584800000000003
Andy Newbery,0,0,0.0
Andy Palmer,3.5,1.83333,2.5777766666666664
Andy Pickard,3,3,3.0
Andy Schocken,3.33333,3.33333,3.33333
Andy Serkis,3.51807,3.06308,3.2905749999999996
Andy Sidaris,5,0,2.7669069230769234
Andy Viner,0,0,0.0
Anees Bazmee,3.9,0,2.1529175000000005
Aneesh Chaganty,3.76662,3.35326,3.55994
Anette Sidor,0.5,0.5,0.5
Ang Lee,4.02218,2.61836,3.47182
Angad Bhalla,3.375,3.375,3.375
Angel Delgado,0,0,0.0
Angela Bettis,2.08333,2.08333,2.08333
"Angela Christlieb, Stephen Kijak",3.64522,3.64522,3.64522
Angela Robinson,3.58333,2.46721,3.0115466666666664
Angela Shelton,0,0,0.0
Angela Tucker,3.1,3.1,3.1
Angelina Jolie,3.79487,0,2.64903
Angelo Cianci,3.66667,3.66667,3.66667
Angelo Guglielmo,3.6,3.6,3.6
Angelos Frantzis,3.7,3.16667,3.433335
Anggy Umbara,2.9,2.33333,2.6166650000000002
Angus Gibson,4,4,4.0
"Angus Gibson, Jo Menell",2.5,2.5,2.5
Angus MacLane,3.78966,3.06311,3.40556
Anh Hung Tran,3.65527,3.34559,3.5335699999999997
Ani Simon-Kennedy,3.66667,3.66667,3.66667
Anil Ganguly,0,0,0.0
Aniruddha Roy Chowdhury,3.57778,3.57778,3.57778
Anita Barbosa,3.25,1.625,2.6666666666666665
Anita Doron,3.25,3.25,3.25
Anita Rocha da Silveira,2.375,2.375,2.375
Anita Rosenberg,2.16667,2.16667,2.16667
Anja Daelemans,3,3,3.0
Anja Jacobs,3.5,3.5,3.5
Anja Kofmel,0,0,0.0
Anja Marquardt,2.33333,2.33333,2.33333
Anjali Menon,3.71429,3.71429,3.71429
Anjum Shahzad,0,0,0.0
Ankush Bhatt,1.5,1.5,1.5
Ankush Glen,0.5,0.5,0.5
Ann Guedes,0,0,0.0
Ann Hu,3.44253,0,1.721265
Ann LeSchander,3.5,3.5,3.5
Ann Marie Fleming,4,3.8,3.9
Ann Turner,3.125,2.70312,2.91406
Ann-Kristin Reyels,3.75,3.75,3.75
Anna Abrams,3.31111,3.31111,3.31111
Anna Axster,2.75,2.75,2.75
Anna Brownfield,1,1,1.0
Anna Chi,3.07143,1.66667,2.36905
Anna D. Shapiro,0,0,0.0
Anna Dale-Meunier,0,0,0.0
Anna Eriksson,2,2,2.0
Anna Fenchenko,4,4,4.0
Anna Foerster,3.18585,3.18585,3.18585
Anna Justice,3.86364,3.86364,3.86364
Anna Karina,5,3,4.0
Anna Lee Strachan,3.5,3.5,3.5
Anna Lomakina,3.09259,3.09259,3.09259
Anna Maria Tatò,3.54667,1.5,2.5233350000000003
Anna Mastro,3,2.6087,2.80435
Anna Muylaert,3.9086,2.5,3.2156480000000003
Anna Penido,2,2,2.0
Anna Plutecka-Mesjasz,1.5,1.5,1.5
Anna Reeves,2.94444,2.94444,2.94444
Anna Rodzinski,3.21429,3.21429,3.21429
Anna Roussillon,4,4,4.0
Anna Sandilands,3.125,2.5,2.8125
Annabel Jankel,3.42105,2.08467,2.9957160000000003
Annabelle Attanasio,2.7,2.7,2.7
Anne Bancroft,2.83824,2.83824,2.83824
Anne Flournoy,2.75,2.75,2.75
Anne Fontaine,4,0,2.7310100000000004
Anne Gyrithe Bonne,2.33333,2.33333,2.33333
Anne Hamilton,2.62162,2.62162,2.62162
Anne K. Black,3,2,2.612475
Anne Norda,5,5,5.0
Anne Sundberg,3.5,3.5,3.5
Anne Wheeler,3.83333,0,2.1650922222222224
Anne de Marcken,0,0,0.0
Anne de Mare,3.75,3.75,3.75
Anne-Dauphine Julliand,0,0,0.0
Anne-Marie Hess,0,0,0.0
Anne-Marie Miéville,3.75,3.5,3.625
Anne-Sophie Birot,2.58163,2.58163,2.58163
Annette Ernst,1.5,1.5,1.5
Annie Goldson,3.38462,3.38462,3.38462
Annie Griffin,0,0,0.0
Annie J. Howell,5,5,5.0
Annie McVey,2.5,2.5,2.5
Annie Silverstein,3.41667,3.41667,3.41667
Annika Berg,3.33333,3.33333,3.33333
Annika Grof,2.875,2.875,2.875
Annámaria Tálas,3,3,3.0
Anoop Rangi,0,0,0.0
Ansel Faraj,2.5,2.5,2.5
Anselmo Duarte,3.63793,3.63793,3.63793
Ansgar Niebuhr,3,3,3.0
Anson Williams,0,0,0.0
Ant Horasanli,1,1,1.0
"Anthony Asquith, Leslie Howard",3.84218,3.84218,3.84218
Anthony B. Richmond,3.5,3.5,3.5
Anthony B. Sacco,0,0,0.0
Anthony Barnao,2,2,2.0
Anthony Bueno,3.5,3.5,3.5
Anthony Burns,2.53086,2.3,2.4154299999999997
Anthony Byrne,3.41667,2.77778,3.097225
Anthony C. Ferrante,2.36957,0,1.70614
Anthony Cardoza,0,0,0.0
Anthony Caulfield,3.6,3.1,3.3000000000000003
Anthony Chan,4,0,2.0
Anthony Chun,0,0,0.0
Anthony DiBlasi,3.16667,1.75,2.3360314285714283
Anthony DiMaria,2.5,2.5,2.5
Anthony Doublin,1.22222,1.22222,1.22222
Anthony Dowell,4,4,4.0
Anthony Drazan,3.14198,2.9577,3.0797966666666667
Anthony Fabian,3.61765,1.5,2.47255
Anthony Friedman,2.83333,2.83333,2.83333
Anthony G. Sumner,2.9,2.9,2.9
"Anthony Gaudioso, James Gaudioso",3.09091,3.09091,3.09091
Anthony Harvey,4.5,0,2.718973
Anthony Hemingway,2.86842,2.86842,2.86842
Anthony Hickox,3.7,0,2.15180125
Anthony Hopkins,2.99254,2.85938,2.92596
Anthony J. Caruso,0,0,0.0
Anthony J. Rickert-Epstein,1,1,1.0
Anthony Joseph Giunta,2.66667,2.66667,2.66667
Anthony Leonardi III,2.36111,2.36111,2.36111
Anthony Leondis,3.52747,1.75105,2.71672
Anthony Lucas,3.4,3.4,3.4
Anthony M. Lanza,2.5,1.16667,1.833335
Anthony Mandler,4.28571,2.5,3.392855
Anthony Mann,2.85714,2.85714,2.85714
Anthony Maras,3.63322,3.63322,3.63322
Anthony Marciano,3.7,2.75,3.1182533333333335
Anthony Masi,3,3,3.0
Anthony Matthews,0,0,0.0
Anthony Meindl,0,0,0.0
Anthony Mir,3,3,3.0
Anthony Nardolillo,0,0,0.0
Anthony Newley,2,0,1.0
Anthony O'Brien,2.75,2.75,2.75
Anthony Page,4.5,0,2.168321111111111
Anthony Pedone,5,5,5.0
Anthony Pelissier,3.32143,3.32143,3.32143
Anthony Perkins,2.12515,0.75,1.437575
Anthony Powell,3.67857,3.67857,3.67857
Anthony Pullen Shaw,4.16667,4.16667,4.16667
Anthony Quinn,3.75,3.75,3.75
Anthony R. Stabley,3.2,3.2,3.2
Anthony Sabet,2.5,2.5,2.5
Anthony Silverston,2.63333,2.63333,2.63333
Anthony Waller,3.5,2.625,2.992402
Anthony Waye,1.875,1.875,1.875
Anthony Wilcox,3.5,3.5,3.5
Anthony Young,0,0,0.0
Antje Mönning,0,0,0.0
Antoine Bardou-Jacquet,2.93367,2.93367,2.93367
Antoine Barraud,1.5,1.5,1.5
Antoine Blossier,3.5,3,3.24074
Antoine Bourges,2.5,2.5,2.5
Antoine Charreyron,2.88235,2.88235,2.88235
Antoine Le,2.6,2.6,2.6
Antoine Raimbault,3.25,3.25,3.25
Antoine Russbach,2.8,2.8,2.8
Antoine Thomas,2.16667,2.16667,2.16667
Antoine de Bary,4,4,4.0
Antoinette Beumer,3.5,2.66667,3.030305
Antoinette Jadaone,3.91667,2.75,3.333335
Anton Bormatov,2.5,0,1.25
Anton Chizhikov,2.80769,2.80769,2.80769
Anton Jarvis,1.5,1.5,1.5
Anton Lanshakov,3.52041,3.52041,3.52041
Anton Leader,3.18849,3.18849,3.18849
Anton Lorenze,2,2,2.0
Anton Megerdichev,3.29825,2.55,2.961445
Anton Sigurðsson,3,3,3.0
Antonello Grimaldi,3.66667,3.20312,3.434895
Antoneta Kastrati,4.5,4.5,4.5
Antoni Cimolino,3,3,3.0
Antoni Krauze,3.5,0,2.0555566666666665
Antoni Padrós,0,0,0.0
Antoni Ribas,3,0,1.9166666666666667
Antoni Stutz,4,4,4.0
Antonia Serrano,3.23684,3.23684,3.23684
Antonietta De Lillo,4,2.5,3.25
Antonin Baudry,3.51429,3.51429,3.51429
Antonin Peretjatko,3.1875,3.04167,3.114585
Antonin Svoboda,3.5,3.33333,3.416665
Antonio Augugliaro,4.25,4.25,4.25
Antonio Avati,0,0,0.0
Antonio Capuano,2.5,2.5,2.5
Antonio Cuadri,3,0,1.5
Antonio Hernández,4,0,2.4444433333333335
Antonio Isasi-Isasmendi,3.5,0,2.1666666666666665
Antonio Margheriti,5,0,1.7045743749999998
Antonio Mercero,3.63768,0,1.9719799999999998
"Antonio Naharro, Álvaro Pastor",3.47619,3.47619,3.47619
Antonio Negret,2.9386,2.92308,2.93084
Antonio Peláez,3,3,3.0
Antonio Pietrangeli,4.25,3.125,3.793334
Antonio Resines,0,0,0.0
Antonio Santini,3.33333,3.33333,3.33333
Antonio Zavala Kugler,2.5,2.5,2.5
Antonio del Amo,0,0,0.0
Antonio del Real,0,0,0.0
Antonis Aggelopoulos,2.75,2.75,2.75
Antony Balch,2.1,2.1,2.1
Antony Cordier,3.1,2.5,2.8363633333333333
Antony Hickling,3,3,3.0
Antony Smith,2,0.5,1.25
Antony Szeto,3.75,3.75,3.75
Antonín Moskalyk,4.16667,2.5,3.333335
Antti Haase,2.85714,2.85714,2.85714
Antti Heikki Pesonen,3.05,2.16667,2.608335
Antti Jokinen,3.19737,2.42857,2.6715850000000003
Antun Vrdoljak,3.75,3.75,3.75
António Ferreira,3.25,3.25,3.25
António-Pedro Vasconcelos,3.5,2.5,3.25
Anu Aun,2.83333,2.83333,2.83333
Anu Menon,3.83333,3,3.4444433333333335
Anucha Boonyawatana,2.7,2.125,2.4125
Anup Kurian,0,0,0.0
Anup Singh,3.5,2.5,3.0
Anurag Basu,3.64175,2.02941,3.032315
Anurag Kashyap,3.86345,0,3.1359076923076925
"Anusha Rizvi, Mahmood Farooqui",3.27586,3.27586,3.27586
Anusorn Soisa-Ngim,0,0,0.0
Anvita Dutt,3.125,3.125,3.125
Anwar Rasheed,4.5,3.5,3.851853333333333
Anwar Safa,3.875,3.875,3.875
Apichatpong Weerasethakul,3.75926,2.25,3.393734
Apoorva Lakhia,3.05556,1.6,2.3277799999999997
April Wright,5,5,5.0
Arantxa Echevarria,3.125,3.125,3.125
Arash Moayyerian,0.5,0.5,0.5
Arcady Boytler,2.5,2.5,2.5
Arch Hall Sr.,1.65909,1.65909,1.65909
Archibald Flancranstin,1.125,1.125,1.125
Archie Hekagery,1.75,1.75,1.75
"Archie Mayo, Michael Curtiz",2.92308,2.91667,2.919875
Arden Cvitanovic,0,0,0.0
Argyris Papadimitropoulos,3.18182,0,1.59091
Ari Alexander Ergis Magnússon,3,3,3.0
Ari Aster,3.83868,3.32812,3.6432633333333335
Ari Davis,0,0,0.0
